,GameID,SeasonID,HomeID,AwayID,WinID,LossID,HomePts,AwayPts,GameDate,Home,Home3PM,Home3PA,Away,Away3PM,Away3PA,HomeWin,AwayWin,3PAResult,3PAABS,3PMResult,3PMABS,3P%Result,3P%ABS
1759,2010020421,5,21,22,21,22,87,75,2/4/2010,Concordia (N.Y.),6,14,Nyack,7,17,1,0,0,3,0,1,1,1.7
1783,2010021339,5,39,31,39,31,66,57,2/13/2010,Molloy,5,12,St. Thomas Aquinas,6,15,1,0,0,3,0,1,1,1.7
274,201012015,6,5,1,1,5,69,81,12/1/2010,New Haven,6,15,Saint Rose,5,12,0,1,0,3,0,1,1,1.7
1119,201711266,13,6,19,6,19,87,74,11/26/2017,Pace,10,21,Post,11,24,1,0,0,3,0,1,1,1.8
2975,2014020827,9,27,20,20,27,57,68,2/8/2014,Goldey-Beacom,4,16,Bloomfield,3,13,0,1,0,3,0,1,0,1.9
1052,201701244,12,4,14,14,4,73,78,1/24/2017,Le Moyne,11,23,So. New Hampshire,10,20,0,1,0,3,0,1,1,2.2
5177,20130309110,8,24,20,20,24,64,68,3/9/2013,Jefferson,3,23,Bloomfield,2,20,0,1,0,3,0,1,0,3
5103,20100224157,5,34,31,34,31,74,40,2/24/2010,LIU Post,2,11,St. Thomas Aquinas,3,14,1,0,0,3,0,1,0,3.2
2025,2011020815,6,15,11,11,15,50,54,2/8/2011,Stonehill,3,16,Merrimack,2,13,0,1,0,3,0,1,0,3.4
4637,2018111431,14,31,27,31,27,77,73,11/14/2018,St. Thomas Aquinas,6,26,Goldey-Beacom,7,23,1,0,1,3,0,1,0,7.3
993,201611308,12,8,14,14,8,71,72,11/30/2016,Assumption,6,20,So. New Hampshire,5,23,0,1,1,3,0,1,0,8.3
41,200811306,4,6,1,6,1,71,57,11/30/2008,Pace,5,23,Saint Rose,6,20,1,0,1,3,0,1,0,8.3
1426,2008122919,4,19,14,14,19,62,70,12/29/2008,Post,6,19,So. New Hampshire,5,22,0,1,1,3,0,1,0,8.9
4330,2017121723,13,23,10,10,23,76,77,12/17/2017,Wilmington (Del.),8,20,Franklin Pierce,7,23,0,1,1,3,0,1,0,9.6
877,201512127,11,7,6,7,6,84,74,12/12/2015,So. Connecticut,5,20,Pace,6,17,1,0,1,3,0,1,0,10.3
674,201401225,9,5,9,5,9,72,70,1/22/2014,New Haven,9,23,Bentley,10,20,1,0,1,3,0,1,0,10.9
5092,20100130502,5,31,34,34,31,59,77,1/30/2010,St. Thomas Aquinas,4,14,LIU Post,3,17,0,1,1,3,0,1,0,11
3096,2014111921,10,21,19,19,21,65,81,11/19/2014,Concordia (N.Y.),5,15,Post,4,18,0,1,1,3,0,1,0,11.1
1218,201803034,13,4,12,4,12,69,63,3/3/2018,Le Moyne,7,21,Saint Anselm,8,18,1,0,1,3,0,1,0,11.1
4624,2018111123,14,23,38,23,38,86,82,11/11/2018,Wilmington (Del.),6,20,Dist. Columbia,7,17,1,0,1,3,0,1,0,11.2
1849,2010111635,6,35,18,18,35,75,77,11/16/2010,Mercy,4,13,Caldwell,3,16,0,1,1,3,0,1,0,12
400,201112033,7,3,7,3,7,76,73,12/3/2011,American Int'l,6,19,So. Connecticut,7,16,1,0,1,3,0,1,0,12.2
83,200901206,4,6,15,15,6,56,59,1/20/2009,Pace,5,14,Stonehill,4,17,0,1,1,3,0,1,0,12.2
3295,2015012932,10,32,31,31,32,85,87,1/29/2015,Bridgeport,7,12,St. Thomas Aquinas,6,15,0,1,1,3,0,1,0,18.3
1030,201701079,12,9,5,9,5,78,74,1/7/2017,Bentley,9,26,New Haven,8,23,1,0,1,3,1,1,0,0.2
4417,2018011620,13,20,19,20,19,81,58,1/16/2018,Bloomfield,11,30,Post,10,27,1,0,1,3,1,1,0,0.3
5137,20120103110,7,24,25,24,25,68,65,1/3/2012,Jefferson,7,20,Holy Family,6,17,1,0,1,3,1,1,0,0.3
2309,2012020426,7,26,16,16,26,60,70,2/4/2012,USciences,5,16,Dominican (N.Y.),6,19,0,1,1,3,1,1,1,0.3
343,201102092,6,2,1,1,2,62,75,2/9/2011,Adelphi,5,14,Saint Rose,6,17,0,1,1,3,1,1,0,0.4
1863,2010112812,6,12,10,12,10,87,79,11/28/2010,Saint Anselm,10,27,Franklin Pierce,9,24,1,0,1,3,1,1,0,0.5
2768,2013112610,9,10,15,10,15,75,61,11/26/2013,Franklin Pierce,10,27,Stonehill,9,24,1,0,1,3,1,1,0,0.5
3203,2015010315,10,15,13,15,13,72,64,1/3/2015,Stonehill,10,27,Saint Michael's,9,24,1,0,1,3,1,1,0,0.5
1741,2010012822,5,22,18,22,18,69,63,1/28/2010,Nyack,7,19,Caldwell,6,16,1,0,1,3,1,1,0,0.7
3836,2016111325,12,25,3,3,25,68,71,11/13/2016,Holy Family,12,29,American Int'l,13,32,0,1,1,3,1,1,0,0.8
2752,2013112015,9,15,11,11,15,77,83,11/20/2013,Stonehill,9,22,Merrimack,10,25,0,1,1,3,1,1,0,0.9
1773,2010020924,5,24,28,24,28,94,92,2/9/2010,Jefferson,9,23,Chestnut Hill,8,20,1,0,1,3,1,1,0,0.9
2033,2011021013,6,13,11,13,11,71,62,2/10/2011,Saint Michael's,10,25,Merrimack,9,22,1,0,1,3,1,1,0,0.9
5120,20110115225,6,37,36,37,36,78,71,1/15/2011,Queens (N.Y.),10,25,NYIT,9,22,1,0,1,3,1,1,0,0.9
4979,2019030226,14,26,28,26,28,83,79,3/2/2019,USciences,10,24,Chestnut Hill,9,21,1,0,1,3,1,1,0,1.2
1195,201802081,13,1,3,1,3,83,67,2/8/2018,Saint Rose,11,26,American Int'l,10,23,1,0,1,3,1,1,0,1.2
4874,2019020519,14,19,22,19,22,82,62,2/5/2019,Post,5,20,Nyack,4,17,1,0,1,3,1,1,1,1.5
5058,20091115225,5,37,15,37,15,77,72,11/15/2009,Queens (N.Y.),5,20,Stonehill,4,17,1,0,1,3,1,1,1,1.5
1508,2009013115,4,15,10,10,15,59,60,1/31/2009,Stonehill,8,18,Franklin Pierce,9,21,0,1,1,3,1,1,0,1.5
2912,2014012329,9,29,24,24,29,63,85,1/23/2014,Georgian Court,4,18,Jefferson,5,21,0,1,1,3,1,1,1,1.6
1342,201902261,14,1,6,1,6,80,68,2/26/2019,Saint Rose,11,24,Pace,10,21,1,0,1,3,1,1,0,1.8
1831,2010031415,5,15,24,24,15,69,71,3/14/2010,Stonehill,8,16,Jefferson,9,19,0,1,1,3,1,1,0,2.6
2118,2011111822,7,22,31,31,22,42,61,11/18/2011,Nyack,1,13,St. Thomas Aquinas,2,16,0,1,1,3,1,1,1,4.8
1763,2010020611,5,11,12,12,11,61,64,2/6/2010,Merrimack,5,24,Saint Anselm,6,21,0,1,0,3,1,1,1,7.8
3709,2016020610,11,10,15,15,10,79,81,2/6/2016,Franklin Pierce,13,31,Stonehill,14,28,0,1,0,3,1,1,1,8.1
929,201602027,11,7,32,32,7,80,87,2/2/2016,So. Connecticut,8,26,Bridgeport,9,23,0,1,0,3,1,1,1,8.3
3997,2017010721,12,21,27,27,21,75,79,1/7/2017,Concordia (N.Y.),7,25,Goldey-Beacom,8,22,0,1,0,3,1,1,1,8.4
2540,2013011221,8,21,22,21,22,72,60,1/12/2013,Concordia (N.Y.),5,18,Nyack,4,21,1,0,0,3,1,1,1,8.8
634,201312074,9,4,6,4,6,87,79,12/7/2013,Le Moyne,9,22,Pace,8,25,1,0,0,3,1,1,1,8.9
2705,2013030825,8,25,20,20,25,62,70,3/8/2013,Holy Family,9,26,Bloomfield,10,23,0,1,0,3,1,1,1,8.9
1424,2008122914,4,14,19,14,19,70,62,12/29/2008,So. New Hampshire,6,19,Post,5,22,1,0,0,3,1,1,1,8.9
3110,2014112239,10,39,21,39,21,59,45,11/22/2014,Molloy,6,18,Concordia (N.Y.),5,21,1,0,0,3,1,1,1,9.5
3830,2016111230,12,30,16,30,16,60,49,11/12/2016,Daemen,6,18,Dominican (N.Y.),5,21,1,0,0,3,1,1,1,9.5
3398,2015022138,10,38,32,32,38,72,83,2/21/2015,Dist. Columbia,6,22,Bridgeport,7,19,0,1,0,3,1,1,1,9.5
5089,20100123157,5,34,36,34,36,88,83,1/23/2010,LIU Post,9,21,NYIT,8,24,1,0,0,3,1,1,1,9.6
4634,2018111420,14,20,38,38,20,77,83,11/14/2018,Bloomfield,7,23,Dist. Columbia,8,20,0,1,0,3,1,1,1,9.6
2249,2012011628,7,28,24,24,28,42,56,1/16/2012,Chestnut Hill,3,18,Jefferson,4,15,0,1,0,3,1,1,1,10
243,201003169,5,9,24,9,24,81,69,3/16/2010,Bentley,10,21,Jefferson,9,24,1,0,0,3,1,1,1,10.1
4196,2017031114,12,14,7,7,14,98,109,3/11/2017,So. New Hampshire,9,24,So. Connecticut,10,21,0,1,0,3,1,1,1,10.1
2074,2011022327,6,27,24,27,24,71,61,2/23/2011,Goldey-Beacom,6,17,Jefferson,5,20,1,0,0,3,1,1,1,10.3
2816,2013121534,9,34,33,34,33,78,66,12/15/2013,LIU Post,7,18,Roberts Wesleyan,6,21,1,0,0,3,1,1,1,10.3
846,201511141,11,1,20,1,20,92,79,11/14/2015,Saint Rose,8,19,Bloomfield,7,22,1,0,0,3,1,1,1,10.3
1734,2010012617,5,17,22,17,22,79,60,1/26/2010,Felician,3,13,Nyack,2,16,1,0,0,3,1,1,1,10.6
1133,201712069,13,9,14,14,9,80,89,12/6/2017,Bentley,9,23,So. New Hampshire,10,20,0,1,0,3,1,1,1,10.9
2271,2012012418,7,18,22,18,22,94,69,1/24/2012,Caldwell,5,15,Nyack,4,18,1,0,0,3,1,1,1,11.1
2528,2013010933,8,33,34,34,33,58,100,1/9/2013,Roberts Wesleyan,4,18,LIU Post,5,15,0,1,0,3,1,1,1,11.1
2298,2012013123,7,23,24,24,23,58,65,1/31/2012,Wilmington (Del.),7,21,Jefferson,8,18,0,1,0,3,1,1,1,11.1
1241,201811179,14,9,11,9,11,65,59,11/17/2018,Bentley,6,16,Merrimack,5,19,1,0,0,3,1,1,1,11.2
2167,2011120627,7,27,26,27,26,52,49,12/6/2011,Goldey-Beacom,6,16,USciences,5,19,1,0,0,3,1,1,1,11.2
458,201201312,7,2,5,2,5,64,61,1/31/2012,Adelphi,9,18,New Haven,8,21,1,0,0,3,1,1,1,11.9
2284,2012012813,7,13,4,4,13,64,70,1/28/2012,Saint Michael's,8,21,Le Moyne,9,18,0,1,0,3,1,1,1,11.9
4283,2017120218,13,18,17,18,17,92,76,12/2/2017,Caldwell,6,15,Felician,5,18,1,0,0,3,1,1,1,12.2
3403,2015022418,10,18,20,18,20,81,72,2/24/2015,Caldwell,5,14,Bloomfield,4,17,1,0,0,3,1,1,1,12.2
695,201402113,9,3,2,2,3,62,68,2/11/2014,American Int'l,10,22,Adelphi,11,19,0,1,0,3,1,1,1,12.4
4279,2017120211,13,11,12,11,12,86,71,12/2/2017,Merrimack,9,17,Saint Anselm,8,20,1,0,0,3,1,1,1,12.9
3823,2016111133,12,33,16,16,33,66,74,11/11/2016,Roberts Wesleyan,4,16,Dominican (N.Y.),5,13,0,1,0,3,1,1,1,13.5
2628,2013020633,8,33,31,33,31,61,48,2/6/2013,Roberts Wesleyan,2,9,St. Thomas Aquinas,1,12,1,0,0,3,1,1,1,13.9
1419,2008122127,4,27,4,4,27,56,72,12/21/2008,Goldey-Beacom,4,15,Le Moyne,5,12,0,1,0,3,1,1,1,15
1939,2011010817,6,17,24,24,17,73,77,1/8/2011,Felician,4,15,Jefferson,5,12,0,1,0,3,1,1,1,15
2262,2012011837,7,37,34,34,37,64,80,1/18/2012,Queens (N.Y.),4,15,LIU Post,5,12,0,1,0,3,1,1,1,15
2272,2012012421,7,21,19,19,21,60,77,1/24/2012,Concordia (N.Y.),4,14,Post,5,11,0,1,0,3,1,1,1,16.9
607,201303165,8,5,16,5,16,73,66,3/16/2013,New Haven,6,11,Dominican (N.Y.),5,14,1,0,0,3,1,1,1,18.8
3712,2016020616,11,16,24,16,24,65,54,2/6/2016,Dominican (N.Y.),4,9,Jefferson,3,12,1,0,0,3,1,1,1,19.4
3871,2016112221,12,21,17,17,21,78,88,11/22/2016,Concordia (N.Y.),10,21,Felician,8,18,0,1,0,3,0,2,0,3.2
4350,2017123034,13,34,21,21,34,83,93,12/30/2017,LIU Post,11,29,Concordia (N.Y.),9,26,0,1,0,3,0,2,0,3.3
4622,2018111112,14,12,27,12,27,90,76,11/11/2018,Saint Anselm,9,25,Goldey-Beacom,11,28,1,0,0,3,0,2,0,3.3
313,201101165,6,5,15,15,5,57,78,1/16/2011,New Haven,9,19,Stonehill,7,16,0,1,0,3,0,2,0,3.6
329,201101299,6,9,6,9,6,84,68,1/29/2011,Bentley,8,22,Pace,10,25,1,0,0,3,0,2,0,3.6
2964,2014020631,9,31,32,32,31,77,81,2/6/2014,St. Thomas Aquinas,9,20,Bridgeport,7,17,0,1,0,3,0,2,0,3.8
97,200902071,4,1,12,1,12,96,88,2/7/2009,Saint Rose,7,20,Saint Anselm,9,23,1,0,0,3,0,2,0,4.1
3917,2016120620,12,20,22,20,22,88,76,12/6/2016,Bloomfield,6,16,Nyack,8,19,1,0,0,3,0,2,0,4.6
3794,2016022637,11,37,33,37,33,79,75,2/26/2016,Queens (N.Y.),6,21,Roberts Wesleyan,8,24,1,0,0,3,0,2,0,4.7
3238,2015011316,10,16,20,20,16,76,77,1/13/2015,Dominican (N.Y.),8,20,Bloomfield,6,17,0,1,0,3,0,2,0,4.7
4996,2019030932,14,32,30,32,30,79,77,3/9/2019,Bridgeport,6,19,Daemen,8,22,1,0,0,3,0,2,0,4.8
1006,201612105,12,5,3,3,5,53,55,12/10/2016,New Haven,6,27,American Int'l,4,24,0,1,0,3,0,2,0,5.5
2283,2012012812,7,12,2,2,12,51,62,1/28/2012,Saint Anselm,7,17,Adelphi,5,14,0,1,0,3,0,2,0,5.5
2843,2014010319,9,19,7,7,19,73,90,1/3/2014,Post,7,22,So. Connecticut,5,19,0,1,0,3,0,2,0,5.5
2082,2011030119,6,19,16,19,16,71,68,3/1/2011,Post,4,15,Dominican (N.Y.),6,18,1,0,0,3,0,2,0,6.6
1374,2008112116,4,16,36,36,16,71,75,11/21/2008,Dominican (N.Y.),6,19,NYIT,4,16,0,1,0,3,0,2,0,6.6
4158,2017021830,12,30,39,39,30,71,73,2/18/2017,Daemen,6,17,Molloy,4,14,0,1,0,3,0,2,0,6.7
3339,2015020833,10,33,38,33,38,78,60,2/8/2015,Roberts Wesleyan,3,17,Dist. Columbia,5,20,1,0,0,3,0,2,0,7.4
4084,2017020114,12,14,8,14,8,67,58,2/1/2017,So. New Hampshire,3,15,Assumption,5,18,1,0,0,3,0,2,0,7.8
5094,20100203157,5,34,37,34,37,77,69,2/3/2010,LIU Post,3,14,Queens (N.Y.),5,17,1,0,0,3,0,2,0,8
1604,2009120212,5,12,15,15,12,52,61,12/2/2009,Saint Anselm,4,17,Stonehill,2,14,0,1,0,3,0,2,0,9.2
4972,2019030130,14,30,35,30,35,89,69,3/1/2019,Daemen,10,28,Mercy,12,25,1,0,1,3,0,2,0,12.3
50,200812134,4,4,13,4,13,82,61,12/13/2008,Le Moyne,4,23,Saint Michael's,6,20,1,0,1,3,0,2,0,12.6
3981,2017010420,12,20,24,20,24,70,67,1/4/2017,Bloomfield,7,23,Jefferson,9,20,1,0,1,3,0,2,0,14.6
1580,2009111814,5,14,12,14,12,62,51,11/18/2009,So. New Hampshire,1,17,Saint Anselm,3,14,1,0,1,3,0,2,0,15.5
3112,2014112328,10,28,39,39,28,66,71,11/23/2014,Chestnut Hill,8,18,Molloy,6,21,0,1,1,3,0,2,0,15.8
1804,2010022118,5,18,26,26,18,65,73,2/21/2010,Caldwell,4,12,USciences,2,15,0,1,1,3,0,2,0,20
1530,2009021016,4,16,20,16,20,76,107,2/10/2009,Dominican (N.Y.),5,17,Bloomfield,7,14,1,0,1,3,0,2,0,20.6
2112,2011111618,7,18,35,18,35,81,70,11/16/2011,Caldwell,5,16,Mercy,7,13,1,0,1,3,0,2,0,22.5
4710,2018121434,14,34,30,30,34,70,102,12/14/2018,LIU Post,12,26,Daemen,14,29,0,1,1,3,1,2,1,2.1
2208,2012010312,7,12,1,12,1,74,64,1/3/2012,Saint Anselm,7,12,Saint Rose,5,9,1,0,1,3,1,2,1,2.7
4086,2017020117,12,17,19,17,19,79,67,2/1/2017,Felician,13,34,Post,11,31,1,0,1,3,1,2,1,2.7
1140,201712135,13,5,34,5,34,81,60,12/13/2017,New Haven,12,29,LIU Post,10,26,1,0,1,3,1,2,1,2.9
5168,20121230186,8,12,20,12,20,94,85,12/30/2012,Saint Anselm,11,24,Bloomfield,9,21,1,0,1,3,1,2,1,2.9
1348,201903035,14,5,9,5,9,70,69,3/3/2019,New Haven,11,26,Bentley,9,23,1,0,1,3,1,2,1,3.2
3867,2016112214,12,14,10,14,10,84,79,11/22/2016,So. New Hampshire,11,26,Franklin Pierce,9,23,1,0,1,3,1,2,1,3.2
4387,2018010912,13,12,7,12,7,93,69,1/9/2018,Saint Anselm,11,27,So. Connecticut,9,24,1,0,1,3,1,2,1,3.2
717,201403025,9,5,13,5,13,83,65,3/2/2014,New Haven,11,29,Saint Michael's,9,26,1,0,1,3,1,2,1,3.3
2017,2011020525,6,25,20,20,25,74,87,2/5/2011,Holy Family,9,27,Bloomfield,11,30,0,1,1,3,1,2,1,3.4
3180,2014121835,10,35,17,35,17,70,63,12/18/2014,Mercy,10,23,Felician,8,20,1,0,1,3,1,2,1,3.5
5117,20110108157,6,34,37,34,37,98,96,1/8/2011,LIU Post,10,24,Queens (N.Y.),8,21,1,0,1,3,1,2,1,3.6
2948,2014020118,9,18,24,24,18,61,62,2/1/2014,Caldwell,7,17,Jefferson,9,20,0,1,1,3,1,2,1,3.8
2969,2014020812,9,12,14,12,14,83,75,2/8/2014,Saint Anselm,9,21,So. New Hampshire,7,18,1,0,1,3,1,2,1,4
4381,2018010632,13,32,31,32,31,73,57,1/6/2018,Bridgeport,9,21,St. Thomas Aquinas,7,18,1,0,1,3,1,2,1,4
4894,2019020925,14,25,20,20,25,82,85,2/9/2019,Holy Family,7,28,Bloomfield,9,31,0,1,1,3,1,2,1,4
4721,2018121634,14,34,33,33,34,69,81,12/16/2018,LIU Post,7,24,Roberts Wesleyan,9,27,0,1,1,3,1,2,1,4.1
722,201403157,9,7,32,7,32,89,73,3/15/2014,So. Connecticut,9,29,Bridgeport,7,26,1,0,1,3,1,2,1,4.1
3972,2017010230,12,30,35,30,35,76,64,1/2/2017,Daemen,8,18,Mercy,6,15,1,0,1,3,1,2,1,4.4
474,201202116,7,6,1,6,1,73,63,2/11/2012,Pace,8,19,Saint Rose,6,16,1,0,1,3,1,2,1,4.6
5000,2019031612,14,12,39,12,39,81,71,3/16/2019,Saint Anselm,8,24,Molloy,6,21,1,0,1,3,1,2,1,4.7
2646,2013021336,8,36,32,32,36,75,84,2/13/2013,NYIT,6,21,Bridgeport,8,24,0,1,1,3,1,2,1,4.7
4826,2019012229,14,29,25,25,29,74,82,1/22/2019,Georgian Court,6,21,Holy Family,8,24,0,1,1,3,1,2,1,4.7
1431,2008123034,4,34,8,34,8,84,59,12/30/2008,LIU Post,8,20,Assumption,6,17,1,0,1,3,1,2,1,4.7
3591,2016010435,11,35,29,35,29,73,72,1/4/2016,Mercy,8,20,Georgian Court,6,17,1,0,1,3,1,2,1,4.7
4439,2018012035,13,35,32,32,35,69,81,1/20/2018,Mercy,6,17,Bridgeport,8,20,0,1,1,3,1,2,1,4.7
102,200902106,4,6,12,6,12,85,81,2/10/2009,Pace,8,22,Saint Anselm,6,19,1,0,1,3,1,2,1,4.8
705,201402195,9,5,3,5,3,68,57,2/19/2014,New Haven,8,23,American Int'l,6,20,1,0,1,3,1,2,1,4.8
5144,20120204110,7,24,21,24,21,85,70,2/4/2012,Jefferson,8,23,Concordia (N.Y.),6,20,1,0,1,3,1,2,1,4.8
1022,201612309,12,9,32,9,32,81,74,12/30/2016,Bentley,8,21,Bridgeport,6,18,1,0,1,3,1,2,1,4.8
520,201212045,8,5,3,5,3,65,58,12/4/2012,New Haven,7,27,American Int'l,5,24,1,0,1,3,1,2,1,5.1
4090,2017020131,12,31,34,31,34,73,52,2/1/2017,St. Thomas Aquinas,7,24,LIU Post,5,21,1,0,1,3,1,2,1,5.4
4133,2017021322,12,22,16,16,22,58,74,2/13/2017,Nyack,5,18,Dominican (N.Y.),7,21,0,1,1,3,1,2,1,5.5
3408,2015022433,10,33,30,30,33,54,59,2/24/2015,Roberts Wesleyan,5,19,Daemen,7,22,0,1,1,3,1,2,1,5.5
4276,2017112934,13,34,27,27,34,64,75,11/29/2017,LIU Post,4,22,Goldey-Beacom,6,25,0,1,1,3,1,2,1,5.8
732,201411192,10,2,7,7,2,82,92,11/19/2014,Adelphi,4,20,So. Connecticut,6,23,0,1,1,3,1,2,1,6.1
1938,2011010628,6,28,25,25,28,79,89,1/6/2011,Chestnut Hill,4,18,Holy Family,6,21,0,1,1,3,1,2,1,6.4
4728,2018121917,14,17,16,16,17,70,84,12/19/2018,Felician,4,18,Dominican (N.Y.),6,21,0,1,1,3,1,2,1,6.4
358,201102233,6,3,6,3,6,81,69,2/23/2011,American Int'l,6,18,Pace,4,15,1,0,1,3,1,2,1,6.6
1377,2008112136,4,36,16,36,16,75,71,11/21/2008,NYIT,6,19,Dominican (N.Y.),4,16,1,0,1,3,1,2,1,6.6
509,201211209,8,9,11,9,11,62,56,11/20/2012,Bentley,6,17,Merrimack,4,14,1,0,1,3,1,2,1,6.7
2172,2011120739,7,39,35,39,35,62,59,12/7/2011,Molloy,6,16,Mercy,4,13,1,0,1,3,1,2,1,6.7
3476,2015112111,11,11,24,24,11,78,88,11/21/2015,Merrimack,4,13,Jefferson,6,16,0,1,1,3,1,2,1,6.7
2983,2014021110,9,10,14,10,14,76,75,2/11/2014,Franklin Pierce,5,20,So. New Hampshire,3,17,1,0,1,3,1,2,1,7.4
1086,201702213,12,3,2,3,2,92,80,2/21/2017,American Int'l,11,28,Adelphi,9,31,1,0,0,3,1,2,1,10.3
2963,2014020626,9,26,28,26,28,62,44,2/6/2014,USciences,4,14,Chestnut Hill,2,11,1,0,1,3,1,2,1,10.4
4149,2017021810,12,10,11,10,11,81,69,2/18/2017,Franklin Pierce,7,23,Merrimack,5,26,1,0,0,3,1,2,1,11.2
660,201401119,9,9,7,7,9,76,88,1/11/2014,Bentley,8,28,So. Connecticut,10,25,0,1,0,3,1,2,1,11.4
1420,2008122210,4,10,11,11,10,77,83,12/22/2008,Franklin Pierce,6,26,Merrimack,8,23,0,1,0,3,1,2,1,11.7
1316,201902029,14,9,6,6,9,74,76,2/2/2019,Bentley,6,25,Pace,8,22,0,1,0,3,1,2,1,12.4
4346,2017123024,13,24,27,24,27,72,61,12/30/2017,Jefferson,7,21,Goldey-Beacom,5,24,1,0,0,3,1,2,1,12.5
3511,2015120222,11,22,18,22,18,85,67,12/2/2015,Nyack,9,22,Caldwell,7,25,1,0,0,3,1,2,1,12.9
733,201411193,10,3,32,32,3,69,70,11/19/2014,American Int'l,7,25,Bridgeport,9,22,0,1,0,3,1,2,1,12.9
3442,2015111330,11,30,23,30,23,109,87,11/13/2015,Daemen,12,24,Wilmington (Del.),10,27,1,0,0,3,1,2,1,13
3307,2015013126,10,26,17,26,17,74,69,1/31/2015,USciences,3,13,Felician,1,10,1,0,1,3,1,2,1,13.1
360,201102238,6,8,7,8,7,76,73,2/23/2011,Assumption,8,21,So. Connecticut,6,24,1,0,0,3,1,2,1,13.1
318,201101196,6,6,14,6,14,64,57,1/19/2011,Pace,6,19,So. New Hampshire,4,22,1,0,0,3,1,2,1,13.4
409,201112107,7,7,5,5,7,53,61,12/10/2011,So. Connecticut,4,22,New Haven,6,19,0,1,0,3,1,2,1,13.4
4450,2018012417,13,17,18,18,17,69,83,1/24/2018,Felician,7,24,Caldwell,9,21,0,1,0,3,1,2,1,13.7
1177,201801235,13,5,10,5,10,74,63,1/23/2018,New Haven,8,20,Franklin Pierce,6,23,1,0,0,3,1,2,1,13.9
3884,2016112734,12,34,5,5,34,67,77,11/27/2016,LIU Post,6,23,New Haven,8,20,0,1,0,3,1,2,1,13.9
3270,2015012115,10,15,7,15,7,75,62,1/21/2015,Stonehill,6,18,So. Connecticut,4,21,1,0,0,3,1,2,1,14.3
4749,2019010222,14,22,19,22,19,79,78,1/2/2019,Nyack,6,18,Post,4,21,1,0,0,3,1,2,1,14.3
3347,2015021027,10,27,32,32,27,56,74,2/10/2015,Goldey-Beacom,8,23,Bridgeport,10,20,0,1,0,3,1,2,1,15.2
2817,2013121536,9,36,30,36,30,84,79,12/15/2013,NYIT,7,17,Daemen,5,20,1,0,0,3,1,2,1,16.2
4915,2019021533,14,33,36,33,36,96,84,2/15/2019,Roberts Wesleyan,10,19,NYIT,8,22,1,0,0,3,1,2,1,16.2
2359,2012021823,7,23,19,19,23,67,75,2/18/2012,Wilmington (Del.),5,20,Post,7,17,0,1,0,3,1,2,1,16.2
4120,2017020836,12,36,30,30,36,72,80,2/8/2017,NYIT,5,20,Daemen,7,17,0,1,0,3,1,2,1,16.2
24,200811163,4,3,25,3,25,75,54,11/16/2008,American Int'l,5,15,Holy Family,3,18,1,0,0,3,1,2,1,16.6
3599,2016010626,11,26,18,26,18,59,42,1/6/2016,USciences,4,14,Caldwell,2,17,1,0,0,3,1,2,1,16.8
2508,2013010237,8,37,10,10,37,60,66,1/2/2013,Queens (N.Y.),2,17,Franklin Pierce,4,14,0,1,0,3,1,2,1,16.8
3433,2015030831,10,31,32,32,31,78,82,3/8/2015,St. Thomas Aquinas,6,20,Bridgeport,8,17,0,1,0,3,1,2,1,17.1
5034,20090121509,4,32,31,32,31,75,63,1/21/2009,Bridgeport,4,13,St. Thomas Aquinas,2,16,1,0,0,3,1,2,1,18.3
626,201311263,9,3,5,5,3,52,74,11/26/2013,American Int'l,6,19,New Haven,8,16,0,1,0,3,1,2,1,18.4
477,201202142,7,2,6,2,6,56,50,2/14/2012,Adelphi,6,14,Pace,4,17,1,0,0,3,1,2,1,19.4
1688,2010010923,5,23,19,23,19,78,70,1/9/2010,Wilmington (Del.),4,12,Post,2,15,1,0,0,3,1,2,1,20
2598,2013012915,8,15,2,15,2,74,54,1/29/2013,Stonehill,8,13,Adelphi,6,16,1,0,0,3,1,2,1,24
1959,2011011331,6,31,36,36,31,51,54,1/13/2011,St. Thomas Aquinas,2,13,NYIT,4,10,0,1,0,3,1,2,1,24.6
3682,2016012938,11,38,30,30,38,89,100,1/29/2016,Dist. Columbia,13,26,Daemen,10,23,0,1,0,3,0,3,0,6.5
4390,2018011016,13,16,25,16,25,78,71,1/10/2018,Dominican (N.Y.),9,23,Holy Family,12,26,1,0,0,3,0,3,0,7.1
4221,2017111218,13,18,4,4,18,66,70,11/12/2017,Caldwell,11,23,Le Moyne,8,20,0,1,0,3,0,3,0,7.8
4679,2018120413,14,13,12,12,13,72,95,12/4/2018,Saint Michael's,10,26,Saint Anselm,7,23,0,1,0,3,0,3,0,8.1
1152,201801035,13,5,12,12,5,79,80,1/3/2018,New Haven,10,25,Saint Anselm,7,22,0,1,0,3,0,3,0,8.2
269,201011286,6,6,1,6,1,84,74,11/28/2010,Pace,7,20,Saint Rose,10,23,1,0,0,3,0,3,0,8.5
3735,2016021037,11,37,36,37,36,84,78,2/10/2016,Queens (N.Y.),5,24,NYIT,8,27,1,0,0,3,0,3,0,8.8
293,201012308,6,8,24,24,8,70,73,12/30/2010,Assumption,9,24,Jefferson,6,21,0,1,0,3,0,3,0,8.9
4418,2018011622,13,22,17,17,22,63,76,1/16/2018,Nyack,9,22,Felician,6,19,0,1,0,3,0,3,0,9.3
