,ID,Team,Conference,Season,GP,Wins,Losses,Points,FGM,FGA,TPM,TPA,NCAA
347,13,Saint Michael's,NE10,2014-15,30,19,11,2245,805,1825,275,723,0
348,13,Saint Michael's,NE10,2015-16,26,7,19,1844,683,1579,154,441,0
349,13,Saint Michael's,NE10,2016-17,26,5,21,2011,740,1620,162,416,0
350,13,Saint Michael's,NE10,2017-18,26,7,19,1923,686,1637,252,688,0
351,13,Saint Michael's,NE10,2018-19,26,7,19,1865,679,1623,192,527,0
352,1,Saint Rose,NE10,2008-09,28,11,17,1906,715,1630,131,413,0
353,1,Saint Rose,NE10,2009-10,28,15,13,2110,726,1565,220,543,0
354,1,Saint Rose,NE10,2010-11,31,22,9,2399,817,1821,187,496,1
355,1,Saint Rose,NE10,2011-12,25,7,18,1635,602,1410,93,304,0
356,1,Saint Rose,NE10,2012-13,29,15,14,1933,713,1657,121,380,0
357,1,Saint Rose,NE10,2013-14,26,12,14,2036,758,1644,125,372,0
358,1,Saint Rose,NE10,2014-15,28,9,19,1805,663,1581,204,600,0
359,1,Saint Rose,NE10,2015-16,27,13,14,2002,730,1541,173,479,0
360,1,Saint Rose,NE10,2016-17,34,26,8,2570,934,1948,214,549,1
361,1,Saint Rose,NE10,2017-18,31,21,10,2300,844,1805,257,682,1
362,1,Saint Rose,NE10,2018-19,27,10,17,1923,712,1574,231,609,0
363,7,So. Connecticut,NE10,2008-09,27,2,25,1579,600,1477,91,331,0
364,7,So. Connecticut,NE10,2009-10,27,2,25,1626,592,1439,102,313,0
365,7,So. Connecticut,NE10,2010-11,28,13,15,1916,693,1867,188,651,0
366,7,So. Connecticut,NE10,2011-12,26,13,13,1921,711,1628,158,523,0
367,7,So. Connecticut,NE10,2012-13,27,17,10,2029,731,1615,192,544,0
368,7,So. Connecticut,NE10,2013-14,33,30,3,2844,1032,2293,290,790,1
369,7,So. Connecticut,NE10,2014-15,32,24,8,2849,1024,2181,312,848,1
370,7,So. Connecticut,NE10,2015-16,30,22,8,2713,1023,2213,268,785,1
371,7,So. Connecticut,NE10,2016-17,31,18,13,2436,877,2002,233,698,1
372,7,So. Connecticut,NE10,2017-18,28,16,12,2121,800,1775,201,507,0
373,7,So. Connecticut,NE10,2018-19,31,19,12,2571,938,1948,319,791,0
374,14,So. New Hampshire,NE10,2008-09,32,19,13,1990,712,1677,198,567,0
375,14,So. New Hampshire,NE10,2009-10,29,14,15,1894,680,1612,146,498,0
376,14,So. New Hampshire,NE10,2010-11,26,10,16,1648,580,1461,172,568,0
377,14,So. New Hampshire,NE10,2011-12,24,10,15,1581,581,1358,165,499,0
378,14,So. New Hampshire,NE10,2012-13,30,19,11,2019,701,1688,228,655,1
379,14,So. New Hampshire,NE10,2013-14,27,16,11,1956,685,1585,210,602,0
380,14,So. New Hampshire,NE10,2014-15,32,24,8,2411,835,1811,272,733,1
381,14,So. New Hampshire,NE10,2015-16,34,23,11,2708,924,2027,278,735,1
382,14,So. New Hampshire,NE10,2016-17,30,21,9,2464,865,1825,237,632,1
383,14,So. New Hampshire,NE10,2017-18,27,15,12,2115,728,1591,212,546,0
384,14,So. New Hampshire,NE10,2018-19,26,12,14,1965,721,1565,186,529,0
385,31,St. Thomas Aquinas,ECC,2008-09,15,6,9,927,337,774,72,239,0
386,31,St. Thomas Aquinas,ECC,2009-10,30,6,24,1860,695,1609,123,404,0
387,31,St. Thomas Aquinas,ECC,2010-11,26,5,21,1529,582,1367,102,357,0
388,31,St. Thomas Aquinas,ECC,2011-12,26,9,17,1657,623,1492,121,421,0
389,31,St. Thomas Aquinas,ECC,2012-13,28,5,23,1894,656,1602,154,500,0
390,31,St. Thomas Aquinas,ECC,2013-14,29,15,14,2089,740,1699,169,486,0
391,31,St. Thomas Aquinas,ECC,2014-15,33,21,12,2475,876,1944,191,583,0
392,31,St. Thomas Aquinas,ECC,2015-16,33,28,5,2701,1035,2097,216,588,1
393,31,St. Thomas Aquinas,ECC,2016-17,34,28,6,2926,1102,2157,262,650,1
394,31,St. Thomas Aquinas,ECC,2017-18,33,26,7,2646,926,2019,228,654,1
395,31,St. Thomas Aquinas,ECC,2018-19,32,25,7,2530,890,2011,249,695,1
396,15,Stonehill,NE10,2008-09,29,21,8,1927,714,1577,158,483,1
397,15,Stonehill,NE10,2009-10,30,24,6,1994,735,1627,132,439,1
398,15,Stonehill,NE10,2010-11,31,23,8,2178,797,1753,133,433,1
399,15,Stonehill,NE10,2011-12,34,25,9,2308,801,1935,278,731,1
400,15,Stonehill,NE10,2012-13,26,11,15,1633,583,1400,208,568,0
401,15,Stonehill,NE10,2013-14,26,8,18,1861,682,1608,214,589,0
402,15,Stonehill,NE10,2014-15,29,19,10,2053,742,1659,245,656,1
403,15,Stonehill,NE10,2015-16,33,24,9,2635,928,2002,351,858,1
404,15,Stonehill,NE10,2016-17,27,15,12,2188,791,1591,240,587,0
405,15,Stonehill,NE10,2017-18,29,17,12,2267,813,1754,331,796,0
406,15,Stonehill,NE10,2018-19,29,14,15,2113,749,1663,277,724,0
407,26,USciences,CACC,2008-09,16,3,13,936,361,855,54,163,0
408,26,USciences,CACC,2009-10,16,8,8,986,343,843,92,274,0
409,26,USciences,CACC,2010-11,24,12,12,1603,581,1330,89,349,0
410,26,USciences,CACC,2011-12,24,6,19,1551,567,1292,116,379,0
411,26,USciences,CACC,2012-13,26,13,13,1681,593,1357,123,349,0
412,26,USciences,CACC,2013-14,28,17,11,1935,687,1496,125,377,0
413,26,USciences,CACC,2014-15,31,25,6,2252,828,1737,131,364,1
414,26,USciences,CACC,2015-16,29,17,12,2047,737,1701,112,332,0
415,26,USciences,CACC,2016-17,28,13,15,1864,732,1623,145,401,0
416,26,USciences,CACC,2017-18,29,16,13,1892,686,1667,111,356,0
417,26,USciences,CACC,2018-19,28,11,17,1974,693,1632,185,539,0
418,23,Wilmington (Del.),CACC,2008-09,26,6,20,1711,584,1448,91,290,0
419,23,Wilmington (Del.),CACC,2009-10,29,11,19,1856,679,1546,107,357,0
420,23,Wilmington (Del.),CACC,2010-11,25,8,17,1501,549,1331,128,445,0
421,23,Wilmington (Del.),CACC,2011-12,26,10,16,1804,662,1510,169,489,0
422,23,Wilmington (Del.),CACC,2012-13,24,6,18,1612,590,1370,119,384,0
423,23,Wilmington (Del.),CACC,2013-14,28,9,19,1970,696,1681,142,469,0
424,23,Wilmington (Del.),CACC,2014-15,31,11,20,2195,797,2000,180,575,0
425,23,Wilmington (Del.),CACC,2015-16,28,9,19,2072,765,1814,222,651,0
426,23,Wilmington (Del.),CACC,2016-17,29,19,10,2272,797,1852,222,651,0
427,23,Wilmington (Del.),CACC,2017-18,29,16,13,2153,800,1857,236,710,0
428,23,Wilmington (Del.),CACC,2018-19,29,12,17,2367,853,1924,284,771,0
